"Order ID","Order Key",Title,"Order Total","Completed Date","Order Status","Discount Amount ","Coupon Code","Coupons Used","Total Discount Amount","Total Fee Amount","Fee Taxes","Refund Total","Refund ID","Refund Amounts","Refund Reason","Refund Date","Refund Author Email"
2645,wc_order_5c9b265cbecac,"Order - March 27, 2019 @ 06:29 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
2648,wc_order_5c9b3196bc856,"Order - March 27, 2019 @ 07:17 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
2650,wc_order_5c9b37ea1ec12,"Order - March 27, 2019 @ 07:44 PM",49.95,,wc-pending,,,,0,,,0,,,,,
2652,wc_order_5c9b4232c3a8e,"Order - March 27, 2019 @ 08:28 PM",199.95,,wc-scripted,,,,0,,,0,,,,,
2657,wc_order_5c9b4e274788e,"Order - March 27, 2019 @ 09:19 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2659,wc_order_5c9b61b413f94,"Order - March 27, 2019 @ 10:42 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2661,wc_order_5c9b64260b966,"Order - March 27, 2019 @ 10:53 PM",49.95,,wc-pending,,,,0,,,0,,,,,
2666,wc_order_5c9b6fd410dac,"Order - March 27, 2019 @ 11:43 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2668,wc_order_5c9b7d1495d77,"Order - March 28, 2019 @ 12:39 AM",379.95,,wc-scripted,,,,0,,,0,,,,,
2670,wc_order_5c9b7fa9bee56,"Order - March 28, 2019 @ 12:50 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
2672,wc_order_5c9bb73f4527e,"Order - March 28, 2019 @ 04:47 AM",99.95,,wc-scripted,,,,0,,,0,,,,,
2674,wc_order_5c9bd1bdbb6cb,"Order - March 28, 2019 @ 06:40 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
2676,wc_order_5c9bd3505f06e,"Order - March 28, 2019 @ 06:47 AM",99.95,,wc-scripted,,,,0,,,0,,,,,
2685,wc_order_5c9bfe163f813,"Order - March 28, 2019 @ 09:49 AM",49.95,,wc-pending,,,,0,,,0,,,,,
2687,wc_order_5c9c0f4e882e3,"Order - March 28, 2019 @ 11:03 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
2693,wc_order_5c9c1c600a11f,"Order - March 28, 2019 @ 11:59 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
2695,wc_order_5c9c1d973e311,"Order - March 28, 2019 @ 12:04 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2697,wc_order_5c9c1fe90231e,"Order - March 28, 2019 @ 12:14 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2702,wc_order_5c9c23072644b,"Order - March 28, 2019 @ 12:27 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2705,wc_order_5c9c485e004ac,"Order - March 28, 2019 @ 03:06 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2708,wc_order_5c9c51a5e05eb,"Order - March 28, 2019 @ 03:46 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2712,wc_order_5c9c56a54c8ff,"Order - March 28, 2019 @ 04:07 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2715,wc_order_5c9c861c4128e,"Order - March 28, 2019 @ 07:30 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
2718,wc_order_5c9c8b7db9f1d,"Order - March 28, 2019 @ 07:53 PM",379.95,,wc-pending,,,,0,,,0,,,,,
2720,wc_order_5c9c9148a522d,"Order - March 28, 2019 @ 08:18 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
2723,wc_order_5c9ca2fc29dc4,"Order - March 28, 2019 @ 09:33 PM",199.95,,wc-scripted,,,,0,,,0,,,,,
2725,wc_order_5c9ca74371dd1,"Order - March 28, 2019 @ 09:51 PM",89.95,,wc-pending,,,,0,,,0,,,,,
2727,wc_order_5c9cac967fc8b,"Order - March 28, 2019 @ 10:14 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
2730,wc_order_5c9d34c111bd1,"Order - March 29, 2019 @ 07:55 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
2733,wc_order_5c9d56dfa6e99,"Order - March 29, 2019 @ 10:21 AM",99.95,,wc-scripted,,,,0,,,0,,,,,
2736,wc_order_5c9d64a576c3f,"Order - March 29, 2019 @ 11:19 AM",99.95,,wc-scripted,,,,0,,,0,,,,,
2738,wc_order_5c9d6b322cc05,"Order - March 29, 2019 @ 11:47 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
2742,wc_order_5c9d764861b53,"Order - March 29, 2019 @ 12:35 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
2744,wc_order_5c9d7a5642976,"Order - March 29, 2019 @ 12:52 PM",299.85,,wc-scripted,,,,0,,,0,,,,,
2748,wc_order_5c9d823ed642b,"Order - March 29, 2019 @ 01:26 PM",199.95,,wc-scripted,,,,0,,,0,,,,,
2751,wc_order_5c9d96feaea05,"Order - March 29, 2019 @ 02:54 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2753,wc_order_5c9d97f930dfd,"Order - March 29, 2019 @ 02:58 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2757,wc_order_5c9da39fd37ae,"Order - March 29, 2019 @ 03:48 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
2759,wc_order_5c9daa4da3e1b,"Order - March 29, 2019 @ 04:17 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
2761,wc_order_5c9dab68cfa79,"Order - March 29, 2019 @ 04:21 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2766,wc_order_5c9dc1c20df4b,"Order - March 29, 2019 @ 05:57 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
2768,wc_order_5c9dc1e72f06f,"Order - March 29, 2019 @ 05:57 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
2770,wc_order_5c9dc6aabfd15,"Order - March 29, 2019 @ 06:18 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2775,wc_order_5c9de9ace4f94,"Order - March 29, 2019 @ 08:47 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2779,wc_order_5c9e13d412916,"Order - March 29, 2019 @ 11:47 PM",99.95,,wc-pending,,,,0,,,0,,,,,
2781,wc_order_5c9e1e09d99bf,"Order - March 30, 2019 @ 12:30 AM",199.95,,wc-scripted,,,,0,,,0,,,,,
2784,wc_order_5c9e6af1754ec,"Order - March 30, 2019 @ 05:58 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
2789,wc_order_5c9ea32ac9b82,"Order - March 30, 2019 @ 09:58 AM",49.95,,wc-cancelled,,,,0,,,0,,,,,
2793,wc_order_5c9ea95a3a6dd,"Order - March 30, 2019 @ 10:25 AM",99.95,,wc-pending,,,,0,,,0,,,,,
2795,wc_order_5c9eac36c64b3,"Order - March 30, 2019 @ 10:37 AM",99.95,,wc-scripted,,,,0,,,0,,,,,
2797,wc_order_5c9ec9498622d,"Order - March 30, 2019 @ 12:41 PM",199.95,,wc-scripted,,,,0,,,0,,,,,
2801,wc_order_5c9ee0320d5d3,"Order - March 30, 2019 @ 02:19 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2803,wc_order_5c9ee0cd013b8,"Order - March 30, 2019 @ 02:21 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
2809,wc_order_5c9f0e489c989,"Order - March 30, 2019 @ 05:35 PM",44.95,,wc-pending,,,,0,,,0,,,,,
2811,wc_order_5c9f43076d3ff,"Order - March 30, 2019 @ 09:20 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2813,wc_order_5c9f464f2fcdd,"Order - March 30, 2019 @ 09:34 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2816,wc_order_5c9f9992cd71c,"Order - March 31, 2019 @ 03:30 AM",199.95,,wc-pending,,,,0,,,0,,,,,
2818,wc_order_5c9fca29edc58,"Order - March 31, 2019 @ 06:57 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
2821,wc_order_5c9ff3966d319,"Order - March 31, 2019 @ 09:54 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
2824,wc_order_5ca00243be507,"Order - March 31, 2019 @ 10:56 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
2826,wc_order_5ca0040feb5fa,"Order - March 31, 2019 @ 11:04 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
2830,wc_order_5ca00c37f3a20,"Order - March 31, 2019 @ 11:39 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
2832,wc_order_5ca0149a13da0,"Order - March 31, 2019 @ 12:15 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2836,wc_order_5ca01e5aa114e,"Order - March 31, 2019 @ 12:56 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2839,wc_order_5ca0230193f00,"Order - March 31, 2019 @ 01:16 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2842,wc_order_5ca024e50b81e,"Order - March 31, 2019 @ 01:24 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
2844,wc_order_5ca02e116dece,"Order - March 31, 2019 @ 02:03 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2846,wc_order_5ca03bda93060,"Order - March 31, 2019 @ 03:02 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2848,wc_order_5ca03f4343c45,"Order - March 31, 2019 @ 03:17 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
2850,wc_order_5ca04039147bb,"Order - March 31, 2019 @ 03:21 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
2858,wc_order_5ca0518382ae0,"Order - March 31, 2019 @ 04:34 PM",199.95,,wc-scripted,,,,0,,,0,,,,,
2861,wc_order_5ca079198a3d9,"Order - March 31, 2019 @ 07:23 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2863,wc_order_5ca0890dcadd3,"Order - March 31, 2019 @ 08:31 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
2869,wc_order_5ca0a69c3de1f,"Order - March 31, 2019 @ 10:38 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2873,wc_order_5ca0af7c6ad90,"Order - March 31, 2019 @ 11:15 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
2875,wc_order_5ca0b7fa35db1,"Order - March 31, 2019 @ 11:52 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
2877,wc_order_5ca0be269f277,"Order - April 1, 2019 @ 12:18 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
2879,wc_order_5ca0d2d4552cf,"Order - April 1, 2019 @ 01:46 AM",99.95,,wc-scripted,,,,0,,,0,,,,,
2881,wc_order_5ca105e017ff1,"Order - April 1, 2019 @ 05:24 AM",49.95,,wc-pending,,,,0,,,0,,,,,
2883,wc_order_5ca10dbe2c800,"Order - April 1, 2019 @ 05:58 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
2885,wc_order_5ca1109074e76,"Order - April 1, 2019 @ 06:10 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
2888,wc_order_5ca11bf514bb9,"Order - April 1, 2019 @ 06:58 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
2893,wc_order_5ca1262cafdba,"Order - April 1, 2019 @ 07:42 AM",99.95,,wc-scripted,,,,0,,,0,,,,,
2901,wc_order_5ca13c5585c7a,"Order - April 1, 2019 @ 09:16 AM",99.95,,wc-scripted,,,,0,,,0,,,,,
2903,wc_order_5ca13cd9abf9a,"Order - April 1, 2019 @ 09:19 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
2907,wc_order_5ca14f53a31db,"Order - April 1, 2019 @ 10:37 AM",99.95,,wc-scripted,,,,0,,,0,,,,,
2910,wc_order_5ca155d7cf9b6,"Order - April 1, 2019 @ 11:05 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
2913,wc_order_5ca15efe6021f,"Order - April 1, 2019 @ 11:44 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
2915,wc_order_5ca16632f027c,"Order - April 1, 2019 @ 12:15 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2917,wc_order_5ca18002a5c77,"Order - April 1, 2019 @ 02:05 PM",99.95,,wc-failed,,,,0,,,0,,,,,
2922,wc_order_5ca18360de79b,"Order - April 1, 2019 @ 02:20 PM",49.95,,wc-failed,,,,0,,,0,,,,,
2924,wc_order_5ca193d688451,"Order - April 1, 2019 @ 03:30 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
2928,wc_order_5ca197440e86b,"Order - April 1, 2019 @ 03:44 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
2933,wc_order_5ca1aa7684e10,"Order - April 1, 2019 @ 05:06 PM",44.96,,wc-cancelled,-4.99,adam,adam,-4.99,,,0,,,,,
2936,wc_order_5ca1b2b04e6ee,"Order - April 1, 2019 @ 05:41 PM",44.95,,wc-scripted,,,,0,,,0,,,,,
2938,wc_order_5ca1c15c52cdd,"Order - April 1, 2019 @ 06:44 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2940,wc_order_5ca1c5c41c4e9,"Order - April 1, 2019 @ 07:03 PM",49.95,,wc-pending,,,,0,,,0,,,,,
2942,wc_order_5ca1c6e5286e8,"Order - April 1, 2019 @ 07:08 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2944,wc_order_5ca1cd3f700b9,"Order - April 1, 2019 @ 07:35 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
2946,wc_order_5ca1cf905fafb,"Order - April 1, 2019 @ 07:45 PM",49.95,,wc-pending,,,,0,,,0,,,,,
2949,wc_order_5ca1d5f63584d,"Order - April 1, 2019 @ 08:12 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
2958,wc_order_5ca2339c228c4,"Order - April 2, 2019 @ 02:51 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
2963,wc_order_5ca26fdb0abfb,"Order - April 2, 2019 @ 07:08 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
2968,wc_order_5ca28af07021c,"Order - April 2, 2019 @ 09:04 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
2970,wc_order_5ca297ffc51a1,"Order - April 2, 2019 @ 10:00 AM",99.95,,wc-scripted,,,,0,,,0,,,,,
2973,wc_order_5ca29b9ec173d,"Order - April 2, 2019 @ 10:15 AM",0.00,,wc-scripted,,,,-99.95,,,0,,,,,
2978,wc_order_5ca2bcb141539,"Order - April 2, 2019 @ 12:36 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
2981,wc_order_5ca2dc07036b1,"Order - April 2, 2019 @ 02:50 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
2985,wc_order_5ca2f38b58588,"Order - April 2, 2019 @ 04:30 PM",99.95,,wc-pending,,,,0,,,0,,,,,
2987,wc_order_5ca2f5481be21,"Order - April 2, 2019 @ 04:38 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2989,wc_order_5ca2f62916cd8,"Order - April 2, 2019 @ 04:42 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
2993,wc_order_5ca2f7af4f19e,"Order - April 2, 2019 @ 04:48 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2996,wc_order_5ca3149d8e74e,"Order - April 2, 2019 @ 06:51 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
2998,wc_order_5ca3370333b89,"Order - April 2, 2019 @ 09:18 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3002,wc_order_5ca363752ad03,"Order - April 3, 2019 @ 12:28 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
3004,wc_order_5ca36e734f41b,"Order - April 3, 2019 @ 01:15 AM",49.95,,wc-pending,,,,0,,,0,,,,,
3006,wc_order_5ca381afd6a8e,"Order - April 3, 2019 @ 02:37 AM",99.95,,wc-failed,,,,0,,,0,,,,,
3008,wc_order_5ca395b4764c2,"Order - April 3, 2019 @ 04:02 AM",99.95,,wc-scripted,,,,0,,,0,,,,,
3011,wc_order_5ca3d093e47f1,"Order - April 3, 2019 @ 08:13 AM",99.95,,wc-failed,,,,0,,,0,,,,,
3017,wc_order_5ca3d6108ecd8,"Order - April 3, 2019 @ 08:37 AM",99.95,,wc-scripted,,,,0,,,0,,,,,
3020,wc_order_5ca3d7bbaf8ee,"Order - April 3, 2019 @ 08:44 AM",44.95,,wc-failed,,,,0,,,0,,,,,
3021,wc_order_5ca3dcbc3aa80,"Order - April 3, 2019 @ 09:05 AM",99.95,,wc-scripted,,,,0,,,0,,,,,
3025,wc_order_5ca3e16a4aa0c,"Order - April 3, 2019 @ 09:25 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
3028,wc_order_5ca3f76e474b2,"Order - April 3, 2019 @ 10:59 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
3031,wc_order_5ca41ebfb88bc,"Order - April 3, 2019 @ 01:47 PM",99.90,,wc-scripted,,,,0,,,0,,,,,
3035,wc_order_5ca42a456965a,"Order - April 3, 2019 @ 02:36 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
3037,wc_order_5ca42c58781d3,"Order - April 3, 2019 @ 02:45 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
3042,wc_order_5ca43f7d9b5f9,"Order - April 3, 2019 @ 04:07 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
3048,wc_order_5ca448e570aa3,"Order - April 3, 2019 @ 04:47 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3050,wc_order_5ca449a0af49e,"Order - April 3, 2019 @ 04:50 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3055,wc_order_5ca453353e23a,"Order - April 3, 2019 @ 05:31 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3057,wc_order_5ca4540752bd1,"Order - April 3, 2019 @ 05:34 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
3059,wc_order_5ca45616041ab,"Order - April 3, 2019 @ 05:43 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
3064,wc_order_5ca486888650b,"Order - April 3, 2019 @ 09:10 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
3065,wc_order_5ca48c3cad894,"Order - April 3, 2019 @ 09:34 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3067,wc_order_5ca491738b94b,"Order - April 3, 2019 @ 09:56 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
3071,wc_order_5ca4b554c75fa,"Order - April 4, 2019 @ 12:29 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
3073,wc_order_5ca507fc3b3f2,"Order - April 4, 2019 @ 06:22 AM",99.95,,wc-scripted,,,,0,,,0,,,,,
3076,wc_order_5ca518ca35767,"Order - April 4, 2019 @ 07:34 AM",99.95,,wc-scripted,,,,0,,,0,,,,,
3078,wc_order_5ca53924bae94,"Order - April 4, 2019 @ 09:52 AM",99.95,,wc-pending,,,,0,,,0,,,,,
3082,wc_order_5ca5446572d4c,"Order - April 4, 2019 @ 10:40 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
3086,wc_order_5ca54f5f58afd,"Order - April 4, 2019 @ 11:27 AM",99.95,,wc-scripted,,,,0,,,0,,,,,
3089,wc_order_5ca5584121029,"Order - April 4, 2019 @ 12:05 PM",89.95,,wc-scripted,,,,0,,,0,,,,,
3093,wc_order_5ca55a90cb914,"Order - April 4, 2019 @ 12:14 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3095,wc_order_5ca56a65019b2,"Order - April 4, 2019 @ 01:22 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3097,wc_order_5ca56e30eb856,"Order - April 4, 2019 @ 01:38 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
3099,wc_order_5ca56e6b01ff8,"Order - April 4, 2019 @ 01:39 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3104,wc_order_5ca57597eecdd,"Order - April 4, 2019 @ 02:10 PM",199.95,,wc-pending,,,,0,,,0,,,,,
3106,wc_order_5ca57c169c713,"Order - April 4, 2019 @ 02:37 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
3107,wc_order_5ca57cae5fef0,"Order - April 4, 2019 @ 02:40 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
3109,wc_order_5ca58146a09f7,"Order - April 4, 2019 @ 03:00 PM",44.95,,wc-scripted,,,,0,,,0,,,,,
3114,wc_order_5ca5846df1c3f,"Order - April 4, 2019 @ 03:13 PM",49.95,,wc-cancelled,,,,0,,,0,,,,,
3116,wc_order_5ca5856172cdb,"Order - April 4, 2019 @ 03:17 PM",199.90,,wc-pending,,,,0,,,0,,,,,
3118,wc_order_5ca587bcebc03,"Order - April 4, 2019 @ 03:27 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3120,wc_order_5ca588c56ee42,"Order - April 4, 2019 @ 03:32 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3125,wc_order_5ca58f0f53014,"Order - April 4, 2019 @ 03:58 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3127,wc_order_5ca5962779155,"Order - April 4, 2019 @ 04:29 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
3131,wc_order_5ca59aba10df6,"Order - April 4, 2019 @ 04:48 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3135,wc_order_5ca5a4f016877,"Order - April 4, 2019 @ 05:32 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3137,wc_order_5ca5aba6bb99e,"Order - April 4, 2019 @ 06:00 PM",99.95,,wc-pending,,,,0,,,0,,,,,
3141,wc_order_5ca5d51d77c51,"Order - April 4, 2019 @ 08:57 PM",99.95,,wc-pending,,,,0,,,0,,,,,
3144,wc_order_5ca5e4caae056,"Order - April 4, 2019 @ 10:04 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3147,wc_order_5ca5e6e0ce3a7,"Order - April 4, 2019 @ 10:13 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3149,wc_order_5ca5ea765fd8d,"Order - April 4, 2019 @ 10:28 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
3151,wc_order_5ca5eb4675683,"Order - April 4, 2019 @ 10:32 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3153,wc_order_5ca6241f3d328,"Order - April 5, 2019 @ 02:34 AM",199.90,,wc-scripted,,,,0,,,0,,,,,
3155,wc_order_5ca63775c248e,"Order - April 5, 2019 @ 03:57 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
3157,wc_order_5ca64b073bcc5,"Order - April 5, 2019 @ 05:20 AM",379.95,,wc-scripted,,,,0,,,0,,,,,
3165,wc_order_5ca66dabdb6f9,"Order - April 5, 2019 @ 07:48 AM",99.95,,wc-pending,,,,0,,,0,,,,,
3168,wc_order_5ca68e98cb3a9,"Order - April 5, 2019 @ 10:09 AM",199.95,,wc-scripted,,,,0,,,0,,,,,
3171,wc_order_5ca6953acd7bb,"Order - April 5, 2019 @ 10:37 AM",49.95,,wc-scripted,,,,0,,,0,,,,,
3174,wc_order_5ca6cbf5ca0bc,"Order - April 5, 2019 @ 02:31 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3176,wc_order_5ca6d7748e9c4,"Order - April 5, 2019 @ 03:20 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3179,wc_order_5ca6e4ba8cf60,"Order - April 5, 2019 @ 04:16 PM",44.95,,wc-scripted,,,,0,,,0,,,,,
3187,wc_order_5ca6e7ae4c1f1,"Order - April 5, 2019 @ 04:29 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3192,wc_order_5ca7039a93540,"Order - April 5, 2019 @ 06:28 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3194,wc_order_5ca715492c565,"Order - April 5, 2019 @ 07:43 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3198,wc_order_5ca720c0e4311,"Order - April 5, 2019 @ 08:32 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3200,wc_order_5ca7230c540af,"Order - April 5, 2019 @ 08:42 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
3204,wc_order_5ca7387204815,"Order - April 5, 2019 @ 10:13 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3206,wc_order_5ca73c707c2d9,"Order - April 5, 2019 @ 10:30 PM",99.95,,wc-pending,,,,0,,,0,,,,,
3208,wc_order_5ca7764ecdd56,"Order - April 6, 2019 @ 02:37 AM",99.95,,wc-scripted,,,,0,,,0,,,,,
3210,wc_order_5ca7b302e1a8e,"Order - April 6, 2019 @ 06:56 AM",44.95,,wc-scripted,,,,0,,,0,,,,,
3211,wc_order_5ca7b851b9fbf,"Order - April 6, 2019 @ 07:19 AM",49.95,,wc-failed,,,,0,,,0,,,,,
3217,wc_order_5ca7c79b1a653,"Order - April 6, 2019 @ 08:24 AM",99.95,,wc-scripted,,,,0,,,0,,,,,
3220,wc_order_5ca81af252e79,"Order - April 6, 2019 @ 02:20 PM",89.95,,wc-scripted,,,,0,,,0,,,,,
3224,wc_order_5ca82892c4912,"Order - April 6, 2019 @ 03:18 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3229,wc_order_5ca83a5b6d46c,"Order - April 6, 2019 @ 04:34 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3231,wc_order_5ca8602cc4d77,"Order - April 6, 2019 @ 07:15 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
3233,wc_order_5ca86ac205ee8,"Order - April 6, 2019 @ 08:00 PM",49.95,,wc-pending,,,,0,,,0,,,,,
3235,wc_order_5ca8881513e16,"Order - April 6, 2019 @ 10:05 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
3237,wc_order_5ca8888fca061,"Order - April 6, 2019 @ 10:07 PM",89.95,,wc-scripted,,,,0,,,0,,,,,
3239,wc_order_5ca88ef647b11,"Order - April 6, 2019 @ 10:35 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
3247,wc_order_5ca8b1a23504c,"Order - April 7, 2019 @ 01:03 AM",199.95,,wc-scripted,,,,0,,,0,,,,,
3249,wc_order_5ca8b22ade186,"Order - April 7, 2019 @ 01:05 AM",99.95,,wc-scripted,,,,0,,,0,,,,,
3251,wc_order_5ca8b2b80d4cd,"Order - April 7, 2019 @ 01:07 AM",99.95,,wc-scripted,,,,0,,,0,,,,,
3254,wc_order_5ca8c873ab4f0,"Order - April 7, 2019 @ 02:40 AM",49.95,,wc-pending,,,,0,,,0,,,,,
3256,wc_order_5ca8cd22c8e87,"Order - April 7, 2019 @ 02:00 AM",99.95,,wc-scripted,,,,0,,,0,,,,,
3258,wc_order_5ca90d8564453,"Order - April 7, 2019 @ 06:35 AM",44.95,,wc-scripted,,,,0,,,0,,,,,
3260,wc_order_5ca91fe91754f,"Order - April 7, 2019 @ 07:53 AM",99.95,,wc-pending,,,,0,,,0,,,,,
3262,wc_order_5ca923034b1e9,"Order - April 7, 2019 @ 08:06 AM",199.95,,wc-scripted,,,,0,,,0,,,,,
3271,wc_order_5ca947adbb797,"Order - April 7, 2019 @ 10:43 AM",49.95,,wc-pending,,,,0,,,0,,,,,
3273,wc_order_5ca97991b99f8,"Order - April 7, 2019 @ 02:16 PM",99.95,,wc-pending,,,,0,,,0,,,,,
3276,wc_order_5ca98148df0b1,"Order - April 7, 2019 @ 02:49 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
3279,wc_order_5ca983083317c,"Order - April 7, 2019 @ 02:56 PM",199.95,,wc-scripted,,,,0,,,0,,,,,
3283,wc_order_5ca99b8991315,"Order - April 7, 2019 @ 04:41 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
3285,wc_order_5ca9a04db469e,"Order - April 7, 2019 @ 05:01 PM",99.95,,wc-scripted,,,,0,,,0,,,,,
3289,wc_order_5ca9ac3339595,"Order - April 7, 2019 @ 05:52 PM",49.95,,wc-scripted,,,,0,,,0,,,,,
